0.040209903,0.040209903
0.040720855,0.000510952
0.082153826,0.040146100
0.082165726,0.040141687
0.082168696,0.040138424
0.083385663,0.041229219
0.084576966,0.042385649
0.085782608,0.043406502
0.087003994,0.044603969
0.088194361,0.045589480
0.089370047,0.046619409
0.090607320,0.047833084
0.122818897,0.040116853
0.126643419,0.040107366
0.126652047,0.040104298
0.129283835,0.040095964
0.129291160,0.040095721
0.131789605,0.040104468
0.131795761,0.040103638
0.134052490,0.040077289
0.134171538,0.040185457
0.136710964,0.040052381
0.136717319,0.040046085
0.138646600,0.040066203
0.139093204,0.040505041
0.140983244,0.040075417
0.141495023,0.040568110
0.143360927,0.040146800
0.143918213,0.040686917
0.145536293,0.040054199
0.146337972,0.040837933
0.147795008,0.040052666
0.163295863,0.040071566
0.164384612,0.040054414
0.167142947,0.040053197
0.168159754,0.040051623
0.168291102,0.040170701
0.170199588,0.040049866
0.170716275,0.040559058
0.172039552,0.040114367
0.173145276,0.041212520
0.174365143,0.040552445
0.175569526,0.041747531
0.176768910,0.041301705
0.178003483,0.042528693
0.179237485,0.042210453
0.180423726,0.043389385
0.181635778,0.043047561
0.182841441,0.044245853
0.184041458,0.043963930
0.185267899,0.045182793
0.186467242,0.045084829
0.187695701,0.046306180
0.188897397,0.046185475
0.190095380,0.047375999
0.191322045,0.047285188
0.192517168,0.048471208
0.193732368,0.048508955
0.194941873,0.049708415
0.196151100,0.049679096
0.197382118,0.050902955
0.198574187,0.050951187
0.199785226,0.052152513
0.200995557,0.052249564
0.202206499,0.053447875
0.203420000,0.053549347
0.204629733,0.054750406
0.205839288,0.054856675
0.207051623,0.056057229
0.208263505,0.056184332
0.209485547,0.057393525
0.210685102,0.057499031
0.213105589,0.049000622
0.215532675,0.050276018
0.217964651,0.049933068
0.220374974,0.051374135
0.222797295,0.052862099
0.224039561,0.053626055
0.225225349,0.054296530
0.226435892,0.055496924
0.227648936,0.055843545
0.228852396,0.056636585
0.230063056,0.057347741
0.231279233,0.057948830
0.232486098,0.058703984
0.233696887,0.059159017
0.234909075,0.059922234
0.236122153,0.060367276
0.237329426,0.061145992
