0.040166435,0.040166435
0.040630467,0.000464032
0.081926627,0.040126898
0.081939833,0.040124713
0.081942890,0.040115065
0.083116050,0.041085676
0.084363943,0.042316828
0.085577431,0.043419566
0.086781863,0.044496156
0.088010783,0.045608205
0.089235128,0.046771348
0.090426227,0.047730110
0.122530444,0.040110260
0.125340908,0.040074072
0.125349993,0.040074182
0.128122857,0.040065857
0.128131449,0.040067188
0.130946079,0.040065808
0.130954333,0.040058658
0.133790903,0.040073600
0.133799829,0.040069468
0.136652683,0.040069477
0.136659463,0.040064539
0.139467460,0.040069453
0.139474217,0.040062563
0.142369578,0.040160797
0.142382747,0.040164687
0.145134795,0.040064509
0.145143204,0.040059612
0.147976397,0.040068782
0.147985710,0.040066506
0.150846874,0.040070131
0.162934505,0.040091960
0.164334323,0.040073246
0.165725975,0.040105729
0.167188855,0.040095812
0.167202137,0.040099381
0.169917625,0.040084094
0.169929938,0.040085754
0.172690913,0.040081416
0.172704176,0.040082251
0.175430627,0.040070380
0.175438984,0.040064144
0.178179536,0.040115971
0.178187495,0.040112575
0.180907818,0.040084130
0.180915564,0.040081744
0.183676877,0.040093590
0.183691529,0.040095878
0.187057227,0.040812796
0.187065177,0.040809285
0.188813677,0.040074423
0.188820367,0.040072780
0.191131014,0.040080664
0.191248462,0.040189441
0.193435087,0.040073000
0.193641586,0.040269635
0.195798483,0.040066041
0.196017692,0.040272010
0.198112901,0.040065702
0.198448999,0.040382298
0.200364825,0.040063272
0.200955206,0.040639378
0.202736129,0.040126404
0.203281279,0.040658408
0.204953471,0.040070730
0.205708539,0.040813448
0.206958824,0.040675442
0.208130934,0.041833705
0.209390041,0.041719532
0.210572296,0.042886293
0.211765321,0.042728466
0.214183743,0.043760017
0.215422277,0.044981797
0.217849327,0.046113605
0.220254897,0.047183805
0.224587933,0.050257918
0.225108118,0.049505850
0.227550600,0.050640165
0.229963375,0.051760629
0.232377838,0.052867155
0.234817175,0.054031517
0.237282178,0.055198654
0.239650082,0.056260921
0.242080425,0.057417598
0.244494192,0.058538989
0.246921984,0.059669618
0.249343527,0.060813549
0.251749402,0.061887563
0.254172643,0.063060651
0.256606413,0.064212279
0.259021310,0.065296252
0.261453154,0.066468970
0.263860313,0.067698352
0.266291930,0.068932035
0.268701729,0.070139357
0.271132792,0.071405143
0.273589368,0.072714776
0.275966038,0.073933728
0.278383512,0.075220320
0.280804496,0.076512012
0.283217365,0.077816921
0.285653060,0.079128413
0.288079181,0.080466022
0.290505115,0.082015839
0.292926091,0.083550004
0.297544382,0.087333652
0.297560996,0.087332757
0.297563506,0.086450491
0.300078776,0.088955335
0.300098962,0.088125738
0.300208644,0.088213901
0.301416846,0.088583126
0.302624202,0.089768782
0.303826340,0.090126370
0.305036386,0.091323945
0.306259548,0.091673900
0.307465094,0.092841335
0.308668641,0.093224852
0.309882714,0.094426741
0.311118406,0.094790984
0.312312408,0.095962711
0.313519774,0.096309594
0.314724979,0.097499094
0.315934585,0.097846671
0.317146810,0.099037419
0.318348242,0.099418754
0.319562054,0.100609433
0.320764847,0.100258901
0.322022242,0.101499154
